Email,LeftParen,LeftSquareParen,Exclamation,Dollar,PercentSign,AvgAllCap,LongAllCap,TotalAllCap,Spam
3134,0,0,0,0,0,1.8,5,9,No
3138,0,0,0,0,0,1.8,5,9,No
3139,0,0,0,0,0,1.8,5,9,No
3140,0,0,0,0,0,1.8,5,9,No
3141,0,0,0,0,0,1.8,5,9,No
3142,0,0,0,0,0,1.8,5,9,No
3145,0,0,0,0,0,1.8,5,9,No
3146,0,0,0,0,0,1,1,4,No
3147,0,0,0,0,0,2.5,4,5,No
3149,0,0,0,0,0,2.14,5,15,No
3150,0,0,0,0,0,1,1,4,No
3151,0,0,0,0.16,0,10.04,235,1094,No
3152,0,0,0,0,0,1,1,7,No
3154,0,0,0,0,0,1.5,3,12,No
3155,0.16,0,0,0,0.07,5.33,80,1029,No
3156,0,0,0,0,0,4.4,16,22,No
3157,0.51,0,0.01,0.02,0,2.73,55,1122,No
3158,0.54,0,0,0,0.27,2.53,11,43,No
3159,0,0,0,0,0,1,1,1,No
3160,0.08,0,0.02,0,0,1.49,11,267,No
3161,0.26,0,0,0,0,2.03,11,67,No
3163,0.13,0,0,0,0,1.74,11,47,No
3164,0.37,0,0,0,0,2.05,11,82,No
3166,0,0,0,0,0,1,1,1,No
3167,0,0,0,0,0,3.33,14,20,No
3169,1.75,0,0,0,0,1,1,7,No
3170,0,0,0,0,0,3.33,14,20,No
3171,0.06,0,0,0,0.23,2.01,28,358,No
3172,0,0,0,0,0,1.86,5,13,No
3173,0,0,0,0,0,2.43,5,17,No
3174,0,0,0,0,0,1.25,2,5,No
3175,0,0,0,0,0,3,5,15,No
3178,0,0,0,0,0,2,3,4,No
3179,0,0,0,0,0,1.33,2,4,No
3180,0.04,0,0.02,0,0.1,2.06,28,447,No
3181,0,0,0,0,0,3.04,15,82,No
3182,0,0,0,0,0,4.33,20,26,No
3184,0,0,0.29,0,0,1.08,2,14,No
3185,0,0,0,0,0,6.67,15,20,No
3186,0.3,0.13,0,0.09,0,2.58,82,5395,No
3187,0,0,0,0,0,1.8,5,36,No
3188,0.14,0,0.14,0,0,1.81,10,58,No
3189,0,0,0,0,0,2.82,8,31,No
3191,0,0,0.48,0,0,2.64,9,37,No
3192,0,0,0,0,0,1,1,5,No
3194,0.03,0,0,0.03,0,1.57,42,297,No
3195,0,0,0.59,0,0,1.31,4,17,No
3196,0.11,0,0.11,0,0,1.53,6,49,No
3197,0.07,0,0,0.17,0,2.8,45,617,No
3198,0.37,0,0.37,0,0,1.71,4,12,No
3199,0,0,0,0,0,1,1,6,No
3200,0,0,0,0,0,1,1,2,No
3203,0.25,0,0,0,0,1.6,8,173,No
3204,0.63,0,0,0,0,2.14,11,45,No
3205,0.09,0,0.05,0,0,2.33,15,175,No
3206,0.11,0,0,0,0,1.07,3,29,No
3207,1.31,0,0.02,0.38,0,3.92,157,772,No
3208,0.14,0,0.07,0.07,0.01,1.98,23,1361,No
3209,0.09,0,0.06,0,0,1.47,15,162,No
3210,0.15,0.07,0,0.04,0,3.3,41,686,No
3211,0.15,0.06,0,0,0,2.63,38,3086,No
3212,0.18,0.09,0,0.02,0,2.78,38,1161,No
3213,0.21,0.04,0,0.02,0,2.79,47,1090,No
3214,0.11,0,0,0.05,0,1.86,32,910,No
3215,0.05,0,0,0,0.05,2.23,12,163,No
3216,0,0,0,0,0,1,1,7,No
3217,0,0,0,0,0,1.48,5,40,No
3218,0,0,0,0.08,0,1.23,6,101,No
3219,0.32,0,0,0.63,0,3.08,12,37,No
3220,0.32,0,0,0,0,1.27,5,33,No
3224,0.11,0,0,0,0,1.7,9,78,No
3225,0.07,0,0,0,0,1.54,4,37,No
3226,0,0,0,0,0,5.89,29,53,No
3227,0.43,0,0,0,0,2.9,55,238,No
3228,0,0,0,0,0,1.96,11,51,No
3230,0,0,0,0,0,1.67,3,5,No
3231,0,0,0,0,0,2,4,6,No
3232,0,0,0,0,0,1.35,3,54,No
3233,0.3,0,0,0,0,2.24,13,85,No
3234,0.44,0,0,0.22,0,1.91,11,65,No
3235,0,0,0,0,0,1,1,5,No
3236,0,0,0,0,0,3.33,8,10,No
3237,0.67,0,0,0,0,1.86,5,41,No
3238,0,0,0,0,0,1.59,5,35,No
3239,0,4.08,0,0,0,1,1,3,No
3240,0.76,0,0,0,0,2,5,38,No
3242,0,0,0,0,0,2,13,42,No
3243,1.24,0,0,0,0,2.17,5,13,No
3244,0,0,0,0,0,1.71,3,12,No
3245,0.86,0.14,0,0,0,4.48,33,148,No
3246,1.26,0,0,0,0,3.33,11,30,No
3247,0,0,0,0,0,1,1,4,No
3249,0.37,0,0,0,0,3.97,34,139,No
3250,0.32,0,0,0,0,1.17,3,21,No
3251,0.76,0,0,0,0,2.29,10,16,No
3252,0.3,0.1,0,0,0,2.19,15,164,No
3255,0.26,0.1,0,0,0,2.2,15,156,No
3256,0.16,0,0,0,0,2.98,28,167,No
3257,0.14,0,0.02,0.06,0,1.98,23,1081,No
3258,0.14,0,0.14,0,0,1.06,2,19,No
3260,0.16,0,0,0,0,2.51,17,143,No
3261,0.15,0,0,0,0,1.35,8,42,No
3262,0,0,0,0,0,1.6,5,16,No
3263,0.03,0,0.03,0,0,1.91,22,568,No
3264,0.15,0,0,0,0,1.77,15,122,No
3265,0.09,0,0,0,0,1.87,15,116,No
3266,0.15,0,0,0,0,1.64,10,87,No
3268,0.04,0,0,0,0,1.77,7,99,No
3269,0.27,0.09,0,0,0,1.84,13,101,No
3270,0.15,0,0,0,0,1.85,15,37,No
3272,0.71,0,0.71,0,0,2.3,9,23,No
3274,0,0,0,0,0.6,4.7,23,47,No
3275,0,0,0,0,0,1.48,6,37,No
3276,0.67,0,0,0.67,0,4.57,25,64,No
3278,0.07,0.02,0,0,0.02,1.55,10,149,No
3279,0.18,0,0,0,0,1.4,4,28,No
3280,0.21,0,0,0,0.21,2.59,40,132,No
3281,0.24,0,0,0,0.48,2.6,40,130,No
3283,0.2,0.07,0,0.01,0,3.12,52,1303,No
3284,0,0,0,0,0,1.51,11,113,No
3285,0.07,0,0,0,0,1.43,9,86,No
3286,0.11,0,0,0,0,1.59,8,143,No
3287,0.65,0,0,0,0,2.21,13,62,No
3288,0.23,0,0,0.02,0,2.97,46,963,No
3289,0.72,0,0,0,0,1,1,4,No
3291,0.91,0,0,0,0,1,1,1,No
3292,0.25,0.03,0,0.03,0,2.78,32,490,No
3293,0.23,0.03,0,0.03,0,3.19,32,571,No
3294,0.11,0,0,0,0,2.28,27,558,No
3296,0.12,0,0,0,0,2.15,10,71,No
3297,0.35,0,0,0,0,1.46,6,19,No
3298,0.74,0,0.74,0,0,2.17,7,26,No
3299,0,0,0,0,0,1,1,3,No
3301,0,0,0,0,0,1.25,2,5,No
3302,0,0,0,0,0,1,1,10,No
3305,0.34,0,0.05,0,0,1.99,14,215,No
3306,0.12,0,0,0,0,2.02,13,117,No
3308,0,0,0.51,0,0,2.38,4,19,No
3309,0.12,0,0,0,0,1.48,11,59,No
3310,0,0,0.28,0.24,0,2.46,26,278,No
3311,0.02,0,0,0,0.02,1.93,9,168,No
3312,0,0,0,0,0,1.4,3,7,No
3313,0,0,0,0,0,2.06,11,35,No
3314,0.38,0,0,0,0,1.81,11,56,No
3315,0.17,0,0.08,0,0,1.53,13,81,No
3316,0.45,0,0,0,0,1.2,4,30,No
3317,0.55,0.14,0,0,0,4.26,57,430,No
3318,0.54,0,0.27,0,0,3,18,72,No
3319,0.32,0.05,0,0,0,2.24,12,372,No
3320,0.3,0.15,0,0,0,2.67,13,72,No
3321,0,0.21,0,0,0,1.72,12,31,No
3322,0,0,0,0,0,1.67,5,20,No
3325,0.17,0,0,0,0,1.67,4,40,No
3326,0.04,0,0,0,0,1.64,6,139,No
3327,0.11,0,0.02,0.06,0.06,3.79,39,432,No
3328,0.15,0.07,0,0,0,2.39,12,210,No
3329,0.15,0.08,0.04,0,0,2.37,12,206,No
3331,0,0,0,0,0,1.5,4,24,No
3332,0,0,0,0,0,1.54,7,37,No
3333,0.25,0,0,0,0,1.08,2,14,No
3335,0,0,0,0,0,1.63,9,26,No
3336,0.29,0,0,0,0,2.28,12,41,No
3337,0,0,0,0,0,1.5,5,18,No
3338,0,0,0,0,0,1.55,4,17,No
3339,0.31,0.03,0,0,0,2.24,13,204,No
3340,0.03,0,0.03,0,0,5.7,82,598,No
3341,0,0,0.12,0.06,0,6.15,115,338,No
3342,0.15,0,0.01,0.04,0.01,2.11,26,1223,No
3343,0.1,0.3,0,0,0,1.81,13,107,No
3345,0.15,0.29,0,0,0,1.79,12,68,No
3346,0,0.27,0,0,0,1.65,12,33,No
3347,0,0,0,0,0,1,1,4,No
3348,0,0,0,0,0,2.09,7,23,No
3349,0.69,0,0,0,0,1.89,9,17,No
3350,0,2.78,0,0,0,2,4,6,No
3351,0,2.78,0,0,0,2,4,6,No
3353,0.1,0,0,0.01,0,2.44,18,598,No
3354,0,0,0,0,0,1.5,4,15,No
3355,0.22,0,0,0,0,1.49,8,61,No
3357,0.03,0,0.06,0.02,0,1.88,65,542,No
3358,0,0,0.3,0,0,2.13,9,34,No
3359,0.32,0,0,0,0,2.39,10,55,No
3360,0,0,0,0,0,1.94,8,35,No
3362,0.54,0,0,0,0,1,1,10,No
3363,0.32,0,0,0,0,1.77,4,39,No
3364,1.26,0,0,0,0,3.33,11,30,No
3365,0,0,0,0,0,1.38,6,44,No
3366,0,0.09,0.09,0,0,1.26,12,63,No
3367,0.23,0,0,0,0,1.06,2,17,No
3369,0,0,0.24,0,0,2.58,8,62,No
3370,0.29,0,0,0,0,1.98,12,91,No
3372,0.84,0,0,0,0,3.79,10,72,No
3373,0,0,0.37,0.21,0.04,2.28,24,146,No
3374,0,0,0,0,0,1,1,7,No
3375,0.19,0.08,0,0.03,0,2.83,32,549,No
3376,0.16,0.03,0,0.03,0,3.2,32,505,No
3377,0,0,0,0,0,1,1,5,No
3379,0,0,0,0,0,1.27,3,14,No
3382,0.16,0.05,0,0.01,0,3.76,85,1423,No
3384,0,0,0,0,0,1.21,4,46,No
3385,0.1,0,0,0.04,0,2.01,24,576,No
3386,0,0,1.1,0,0,2.14,9,15,No
3387,0,0,0.17,0,0,1.78,6,48,No
3388,0.56,0.11,0,0,0,2.61,12,133,No
3389,0,0,0,0,0,4.75,8,19,No
3390,0,0,0.18,0,0,1.27,3,14,No
3391,0,0,0,0,0,1.86,11,26,No
3392,0.06,0,0.04,0.04,0,1.82,26,372,No
3393,0.44,0,0.04,0,0,2.88,19,262,No
3394,0.11,0,0,0,0,2.08,7,110,No
3395,0.17,0,0.39,0,0,1.5,15,84,No
3397,0,0,0,0,0,2.5,4,5,No
3398,0,0,0.39,0,0,1.33,4,20,No
3399,0,0,0.4,0,0,2.05,6,45,No
3400,0.63,0,0,0,0,1.5,5,15,No
3401,0.27,0.07,0,0,0,17.86,199,375,No
3402,0.23,0.01,0.02,0.04,0,2.2,25,2458,No
3403,0.23,0,0,0,0,1.3,3,26,No
3405,0,0,0,0,0,1.17,2,7,No
3406,0.16,0,0.08,0,0,1.71,15,77,No
3407,0,0,0,0,0,1.17,2,7,No
3408,0.32,0,0,0,0,1.13,2,9,No
3409,0,0,0,0,7.41,3.56,19,96,No
3410,0,0,0,0,0,1.47,6,22,No
3411,0,0,0,0,0,1,1,3,No
3412,0,0,0.18,0,0,2,7,22,No
3413,0.32,0,0,0,0,2.64,9,29,No
3414,0,0,0,0.02,0,4.22,157,359,No
3415,0,0,0,0,0,1.17,2,7,No
3416,0,0,0,0,0,1.17,2,7,No
3417,0.23,0,0,0,0,1.96,5,106,No
3418,0.04,0,0,0,0,1.9,10,175,No
3419,0,0,0,0,0,1,1,15,No
3420,0,0,0.96,0,0,2.33,9,14,No
3421,0.43,0,0,0,0,2.73,7,41,No
3422,0.61,0.31,0,0,0,1.61,7,29,No
3423,0,0,0,0,0,2.18,21,61,No
3424,0.88,0,0,0,0,2.5,11,40,No
3425,0.12,0,0.04,0,0,4.02,45,237,No
3426,0,0,0.12,0,0,2.36,30,85,No
3429,0,0,0,0,0,1.58,6,95,No
3430,0.16,0,0,0,0,1.58,9,76,No
3431,0,0,0,0.72,0,1.25,2,10,No
3432,0.11,0,0,0,0,1.47,8,50,No
3433,0,0,0,0,0,1.23,4,16,No
3434,0.11,0.11,0.06,0,0,2.97,16,193,No
3435,0.24,0,0,0,0,1.53,11,49,No
3437,0.12,0,0,0.02,0,2.44,24,418,No
3438,0,0,0,0,0,5.89,29,53,No
3439,0.47,0,0,0,0,1.77,6,23,No
3441,0.2,0,0.1,0,0,2.16,11,41,No
3442,0.33,0,0.11,0,0.37,1.19,11,114,No
3443,0,0,0,0,0,1.25,3,20,No
3444,0.06,0,0,0,0,2.43,76,199,No
3445,0.11,0,0,0,0,1.6,8,142,No
3446,0.68,0,0,0,0,1,1,8,No
3447,0,0,0.74,0,0,1.5,4,18,No
3448,0.07,0.15,0,0,0,1.76,12,132,No
3449,0,0,0,0,0,1,1,11,No
3450,0.85,0,0,0,0,1.82,8,31,No
3451,0,0,0,0,0,1.13,2,9,No
3452,0.08,0,0.03,0.08,0.08,4.11,62,411,No
3454,0.16,0.03,0.02,0,0.05,3.06,38,600,No
3455,0.06,0,0,0,0,2.44,76,198,No
3456,0.1,0.6,0,0,0,2.13,13,85,No
3457,0,0,0,0,0,1.61,7,29,No
3460,0,0,0.8,0,0,1.5,4,9,No
3461,0,0,0,0,0,1.71,6,12,No
3463,0.49,0.12,0.12,0,0,2.2,12,130,No
3464,0.09,0,0,0,0,2.34,22,665,No
3465,0.19,0,0,0,0,3.9,13,78,No
3466,0,0,0,0,0,2.8,12,28,No
3468,0.19,0.04,0,0,0.06,2.88,38,420,No
3469,0,0,0.15,0,0,1.93,7,58,No
3470,0,0,0.65,0,0,1.67,7,15,No
3471,0,0,0.41,0,0,1,1,14,No
3472,0,0,0,0,0,1.4,3,7,No
3474,0,0,0,0,0,1.29,3,9,No
3475,1.49,0,0,0,0,1.57,4,11,No
3476,0,0,0,0,0,1.25,2,5,No
3477,0,0.06,0,0,0,1.95,17,230,No
3478,0,0,0,0,0,1,1,5,No
3479,0,0,0,0,0,1.14,2,8,No
3480,0.61,0,0,0,0,1.18,3,13,No
3481,0.06,0,0,0,0,2.29,11,103,No
3482,0.09,0.05,0,0,0,1.97,17,148,No
3483,0.14,0.07,0.07,0,0,2,13,168,No
3484,0,0,0.21,0,0,1.76,11,51,No
3485,0.18,0.03,0,0.03,0,4.3,81,653,No
3486,0,0,0,0,0,4.25,10,17,No
3487,0.2,0,0.41,0.41,0,3.29,17,112,No
3488,0,0,0.45,0,0,2,4,28,No
3489,0.13,0,0,0,0,1.63,9,44,No
3490,0.28,0.09,0,0,0,1.98,12,105,No
3491,1.09,0,0,0,0,2.91,11,32,No
3494,0.53,0,0,0,0,4.11,35,251,No
3495,0,0,0,0,0,1.67,9,25,No
3497,0,0,0,0,0,1,1,6,No
3498,0.51,0,0,0,0,3.04,34,146,No
3499,0.04,0,0,0,0,1.68,10,156,No
3500,0.37,0,0,0,0,1.86,11,26,No
3501,0.37,0,0,0,0,1.86,11,26,No
3502,0.57,0,0,0,0,2.31,11,37,No
3503,0.19,0,0,0,0,1.45,7,48,No
3504,1.34,0,0,0,0,4.23,8,317,No
3505,0.39,0,0.22,0.34,0,4.12,42,321,No
3506,0.25,0,0,0,0.06,2.93,48,319,No
3507,0.05,0,0,0.03,0,1.79,12,391,No
3508,0.09,0,0.01,0.12,0,2.66,24,577,No
3509,0.16,0,0,0,0,1.9,12,76,No
3511,0.27,0.07,0,0,0,17.95,200,377,No
3512,0.37,0.07,0,0,0,3.32,44,319,No
3514,0.14,0,0,0,0.07,3.37,19,155,No
3515,0.25,0,0,0,0.07,2.08,11,156,No
3516,0.14,0,0,0,0,1.59,7,129,No
3517,0.14,0,0,0,0,1.59,7,129,No
3518,0.44,0.07,0,0,0,2.52,18,260,No
3520,0.3,0,0.15,0,0,1.53,18,184,No
3522,0.22,0,0,0,0,2.38,18,69,No
3523,0,0,0,0,0,1,1,5,No
3526,0,0,0,0,0,1.37,3,37,No
3527,0.19,0,0.03,0.05,0.01,1.79,23,888,No
3529,0,0,0,0,0,1.49,12,64,No
3530,0,0,0,0,0,2.5,4,5,No
3531,0.93,0,0,0,0,3.2,7,16,No
3534,0.48,0,0,0,0,2.17,8,52,No
3535,0,0,0,0,0,3.33,8,10,No
3537,0,0,0,0,0,1,1,4,No
3538,0.54,1.63,0,0,0,2.35,11,40,No
3540,0.73,0,0,0,0,5,14,270,No
3541,0.78,0,0,0,0,4.76,14,276,No
3543,0.28,0.17,0.06,0,0,1.87,17,112,No
3546,0.29,0,0,0,0.29,1.72,7,31,No
3547,0,0,0.12,0.06,0,4.31,38,237,No
3549,0.51,0,0,0,0,2.35,10,54,No
3552,0,0,0.09,0,0,2.74,64,148,No
3554,0,0,0.95,0,0,3.2,12,16,No
3555,0.46,0,0.23,0,0,2.65,15,69,No
3556,0,0.27,0,0,0,3.85,26,77,No
3557,0.15,0.15,0,0,0,2.03,13,59,No
3560,0,0,0,0,0,1.79,6,25,No
3561,0.24,0,0,0,0,1.8,9,36,No
3562,1.12,0,0,0,0,3.33,11,30,No
3563,1.14,0,0,0,0,3.33,11,30,No
3564,0.75,0.17,0,0,0,4.05,19,296,No
3565,0,0,0,0,0,1.21,4,17,No
3567,0,0,0.24,0,0,1,1,16,No
3568,0,0,0,0,0,5.89,29,53,No
3570,0,0,0,0,0,1.47,5,69,No
3571,0.47,0,0,0,0,5.29,34,127,No
3572,0.07,0,0,0.04,0,2.15,23,623,No
3573,0.43,0,0,0,0,2.18,8,37,No
3574,0.11,0,0.02,0.04,0,1.76,21,403,No
3575,0,0,0,0,0,3.85,39,100,No
3576,0,0,0,0,0,1,1,12,No
3577,0,0,0,0,0,1.71,5,12,No
3578,0,0,0,0,0,1,1,3,No
3579,0,0,0,0,0,1,1,5,No
3581,0,0,0,0,0,1,1,6,No
3584,0,0,0,0,0,1,1,5,No
3585,0,0,0,0,0,1,1,5,No
3586,0,0,0,0,0,1,1,3,No
3587,0,0,0,0,0,1,1,5,No
3588,0.28,0,0,0,0,1.36,5,30,No
3590,0,0,0,0,0,1,1,5,No
3591,0,0,0,0,0,1,1,7,No
3592,0,0,0,0,0,1,1,5,No
3593,0,0,0,0,0,1,1,5,No
3595,0,0,0,0,0,1,1,4,No
3596,0,0,0,0,0,1,1,5,No
3598,0,0,0,0,0,1,1,5,No
3599,0,0,0,0,0,1,1,5,No
3601,0,0,0,0,0,1,1,4,No
3602,0.53,0,0,0,0,1.53,6,26,No
3603,0,0,0,0,0,1,1,6,No
3604,0,0,0,0,0,1,1,5,No
3605,0,0,0,0,0,1,1,4,No
3606,0,0,0,0,0,2.29,7,32,No
3607,0,0,0,0,0,1,1,6,No
3608,0,0,0,0,0,1,1,3,No
3609,0,0,0,0,0,1,1,5,No
3610,0,0,0,0,0,1,1,5,No
3612,0,0,0,0,0,1.5,3,6,No
3613,0,0,0,0,0,1,1,5,No
3614,0,0,0,0,0,1.83,5,11,No
3616,0,0,0,0,0,1,1,5,No
3617,0,0,0,0,0,2.5,7,10,No
3620,0,0,0,0,0,1,1,4,No
3621,0,0,0,0,0,1,1,5,No
3622,0,0,0,0,0,1,1,5,No
3623,0,0,0,0,0,1,1,5,No
3627,0,0,0,0,0,1,1,5,No
3628,0,0,0,0,0,1,1,5,No
3629,0,0,0,0,0,1,1,5,No
3631,0,0,0,0,0,1,1,5,No
3633,0,0,0,0,0,1.5,3,6,No
3634,0,0,0,0,0,1,1,5,No
3635,0,0,0,0,0,1.5,3,6,No
3636,0,0,0,0,0,1,1,3,No
3637,0,0,0,0,0,1,1,4,No
3638,0,0,0,0,0,1,1,6,No
3639,0,0,0,0,0,1,1,5,No
3640,0,0,0,0,0,1,1,6,No
3641,0,0,0,0,0,1,1,5,No
3643,0,0,0,0,0,1,1,5,No
3644,0,0,0,0,0,1,1,5,No
3645,0,0,0,0,0,1,1,6,No
3646,0,0,0,0,0,1,1,5,No
3647,0,0,0,0,0,1,1,5,No
3649,0,0,0,0,0,1,1,5,No
3651,0,0,0,0,0,1,1,5,No
3652,0,0,0,0,0,1,1,5,No
3654,0,0,0,0,0,1,1,5,No
3655,0,0,0,0,0,1,1,5,No
3656,0,0,0,0,0,1,1,5,No
3657,0,0,0,0,0,1,1,5,No
3659,0,0,0,0,0,1,1,5,No
3661,0,0,0,0,0,1,1,5,No
3662,0,0,0,0,0,1,1,5,No
3663,0,0,0,0,0,1,1,5,No
3664,0,0,0,0,0,1,1,5,No
3665,0,0,0,0,0,1,1,5,No
3667,0,0,0,0,0,1,1,4,No
3668,0,0,0,0,0,1.6,4,8,No
3669,0,0,0,0,0,1,1,5,No
3670,0,0,0,0,0,1,1,5,No
3674,0,0,0,0,0,2,4,6,No
3675,0,0,0,0,0,1,1,7,No
3676,0,0,0,0,0,1,1,5,No
3677,0,0,0,0,0,1.14,2,8,No
3678,0,0,0,0,0,3.9,33,398,No
3679,0,0,0,0,0,1,1,3,No
3680,2.94,0,0,0,0,1,1,4,No
3681,0,0,0,0,0,1,1,3,No
3682,0,0,0,0,0,1,1,3,No
3683,0,0,0,0,0,1,1,4,No
3684,0,0,0,0,0,1,1,3,No
3685,0,0,0,0,0,1,1,3,No
3686,0,0,0,0,0,1,1,4,No
3687,0,0,0,0,0,1,1,3,No
3688,0,0,0,0,0,1,1,3,No
3689,0,0,0,0,0,1,1,3,No
3691,0,0,0,0,0,1.4,3,14,No
3692,0.14,0,0,0,0,2.28,20,485,No
3693,0,0,0,0,0,1.64,12,54,No
3694,0,0,0.04,0,0,12.43,30,2051,No
3695,0.17,0.17,0,0,0,1.43,6,40,No
3696,0.02,0,0,0,0,1.59,37,272,No
3699,0.32,0.19,0.13,0,0.19,2.14,10,150,No
3700,0.19,0,0,0,0,1.14,3,40,No
3702,0.54,0.12,0,0,0,4.45,55,931,No
3703,0,0,0.18,0,0,1.67,7,50,No
3704,0,0,0.64,0,0,2,10,18,No
3705,0,0,0.44,0,0,2.33,12,28,No
3707,0.19,0.03,0,0.03,0,3.28,33,511,No
3710,0,0,0,0,0,2.1,11,44,No
3711,0.26,0,0,0,0,1.84,6,35,No
3712,0,0,0.28,0,0,2.02,13,91,No
3713,0.13,0,0,0,0,2,20,787,No
3714,0,0,0,0,0,1,1,11,No
3715,0.06,0,0,0,0,2.95,34,127,No
3717,0.17,0,0,0,0,1.73,15,128,No
3718,0.19,0.1,0,0,0,2.31,19,203,No
3720,0.25,0,0,0.01,0,2.13,36,3467,No
3721,0,0,0,0,0,1,1,4,No
3723,0.13,0,0,0,0,1.86,15,117,No
3724,0,0,0,0,0,1,1,7,No
3725,0,0,0,0,0,2.33,8,28,No
3726,0.08,0.15,0,0,0,2.42,18,116,No
3728,0,0,0,0,0,1.25,2,5,No
3729,0.06,0,0,0,0,1.21,6,69,No
3731,0,0,0,0,0,2.84,11,54,No
3732,0,0,0.2,0,0,2.35,13,94,No
3733,0.17,0,0.5,0,0,1.55,11,113,No
3735,0.14,0,0,0,0,1.78,18,141,No
3736,0.14,0,0,0,0,1.78,18,141,No
3738,0.12,0,0,0,0,2.14,13,126,No
3739,0,0,0,0,0,3.18,74,207,No
3740,0.27,0.14,0.14,0,0,2.29,13,103,No
3741,0.14,0,0.04,0.04,0,2.32,31,469,No
3742,0,0,0,0,0,1.38,5,99,No
3744,0.16,0,0,0,0,1.12,2,29,No
3745,0.07,0,0,0,0,1.41,9,89,No
3747,0,0.4,0,0,0,1.52,6,32,No
3748,0.26,0,0,0,0,1.18,3,20,No
3749,0,0,0,0,0,2,4,6,No
3750,0.4,0.05,0.03,0,0,2.89,45,411,No
3751,0.56,0.1,0,0,0,5.56,42,500,No
3752,0.47,0.04,0.04,0,0,2.11,17,190,No
3753,0.12,0,0,0,0,1.86,15,104,No
3754,0.51,0,0.05,0,0,3.77,45,249,No
3755,0.45,0,0.06,0,0,1.79,6,93,No
3756,0,0,0,0,0,1.17,2,7,No
3757,0.35,0,0,0,0,2.72,79,316,No
3758,0.11,0,0,0.04,0,1.53,7,147,No
3759,0.49,0,0,0,0,1,1,11,No
3760,0,0,0.37,0,0,1.38,5,22,No
3761,0,0,0,0,0,2.67,5,16,No
3762,0,0,0,0,0,1,1,22,No
3763,0,0,0,0,0,1.25,2,5,No
3764,0,0,0,0,0,1.8,7,18,No
3765,0.29,0,0,0,0,2.28,9,41,No
3766,0,0,0,0,0,5.89,29,53,No
3768,0,0,0,0,0,1.63,7,44,No
3769,0.2,0.07,0,0,0,5.59,42,330,No
3770,0.4,0,0,0,0,1.19,4,19,No
3771,0.24,0,0.24,0,0,2,8,50,No
3772,0,0,0.1,0,0,2.53,30,81,No
3773,0.06,0,0.16,0,0,1.62,13,173,No
3774,0.47,0,0,0,0,1.06,2,18,No
3775,0,0,0.24,0,0,1.38,4,29,No
3776,0.17,0,0,0.02,0,2.18,24,659,No
3777,0.04,0,0.01,0,0,4.33,63,545,No
3778,0.36,0,0.18,0,0,1.29,4,27,No
3780,0.15,0.01,0,0.02,0,2.25,24,720,No
3782,1.27,0,0,0,0,3.5,24,35,No
3783,0.39,0,0,0,0,1.71,6,29,No
3786,0,0,0,0,0,1.66,8,58,No
3789,0,0,0,0,0,1,1,2,No
3790,0.06,0,0,0,0,1.69,7,204,No
3791,0,0.14,0,0,0,1.91,13,44,No
3794,0.45,0,0,0,0,2.17,11,39,No
3795,0.07,0,0,0,0,1.96,55,190,No
3796,0,0,0,0,0,1.33,4,12,No
3797,0.37,0,0,0,0,1.31,3,17,No
3798,0.06,0,0.19,0,0,3.46,47,180,No
3800,0.05,0,0.05,0,0,1.92,54,167,No
3801,0.24,0,0,0.04,0,2.28,20,421,No
3802,0,0,0,0,0,1.6,3,8,No
3803,0.55,0,0.06,0,0,4.28,45,248,No
3804,0,0,0,0,0,3.89,13,35,No
3805,0.28,0,0.14,0,0,2.13,15,49,No
3806,0.4,0,0.4,0,0,2.08,15,27,No
3807,0.86,0,0.86,0,0,1,1,3,No
3808,0.51,0,0,0,0,1.13,3,17,No
3809,0,0,0.09,0,0,1.71,17,87,No
3811,0.11,0,0,0,0,2.86,19,120,No
3812,0,0,0,0,0,1,1,10,No
3813,0.09,0,0,0,0,1.57,9,69,No
3814,0.13,0,0,0,0,1.51,10,74,No
3815,0,0,0,0,0,1,1,7,No
3816,0,0,0,0,0,1.5,3,6,No
3818,0.28,0.14,0,0,0,2.14,12,77,No
3819,0.12,0,0,0,0,1.22,5,33,No
3820,0.07,0,0,0,0,1.55,7,136,No
3821,0,0.22,0,0,0,1.65,12,28,No
3822,0.18,0,0.05,0.06,0,1.69,20,1184,No
3823,0,0,0,0,0,1,1,8,No
3824,0.09,0,0,0,0,2.16,27,575,No
3825,0.48,0,0,0,0,3.48,11,80,No
3826,0,0,0,0,0,2.02,12,107,No
3829,0,0,0,0,0,1.33,3,16,No
3830,0,0,0,0,0,1.43,7,97,No
3832,0.3,0,0,0,0,3.26,42,75,No
3833,0.22,0,0.05,0,0,2.16,9,108,No
3834,0.4,0,0.13,0,0,1.57,4,36,No
3835,0,0,0,0,0,1.5,2,3,No
3836,0.06,0,0.06,0,0,15.33,54,138,No
3837,0,0,0.12,0,0,1.27,6,42,No
3838,0,0,0,0,0,5.3,40,53,No
3839,0,0,0.35,0,0,1.31,4,21,No
3840,0.18,0.09,0,0.05,0,1.82,13,155,No
3841,0.11,0.11,0,0.05,0,1.67,13,107,No
3842,0.59,0,0,0,0,3.18,55,191,No
3843,0.15,0,0,0,0,1.64,18,511,No
3844,0.13,0.06,0,0.06,0,1.57,6,85,No
3845,0,0,0,0,0,14,53,56,No
3846,0,0,0,0,0,1.75,3,7,No
3847,0.14,0,0,0.06,0,2.54,26,605,No
